CPR			
CPI			

ice1 nb.10
cas	masc	fém	neutre

CSS			
CRS			ice (nb. 10, 100%)
CIS			
CPS			
CPR			
CPI			


Les pronoms possessifs


nostre nb.2
cas	masc	fém	neutre

CSS	nostres (nb. 1, 100%)		
CRS	nostre (nb. 1, 100%)		
CIS			
CPS			
CPR			
CPI			

tuen nb.3
cas	masc	fém	neutre

CSS	tien (nb. 1, 100%)		
CRS			
CIS			
CPS			
CPR	tiens (nb. 1, 50%), tuens (nb. 1, 50%)		
CPI			

vostre nb.2
cas	masc	fém	neutre

CSS			
CRS	vostre (nb. 1, 100%)		
CIS			
CPS			
CPR		vostres (nb. 1, 100%)	
CPI			

suen nb.3
cas	masc	fém	neutre

CSS			
CRS	suen (nb. 1, 100%)	seue (nb. 2, 100%)	
CIS			
CPS			
CPR			
CPI			

lor2 nb.1
cas	masc	fém	neutre

CSS			
CRS	lor (nb. 1, 100%)		
CIS			
CPS			
CPR			
CPI			


Les pronoms relatifs


cant2 nb.13
cas	masc	fém	neutre

CSS			
CRS			qanqe (nb. 1, 20%), qanq (nb. 1, 20%), qanc (nb. 1, 20%), quanq (nb. 1, 20%), qanqu (nb. 1, 20%)
CIS			
CPS			
CPR			quanq (nb. 1, 33%), qanq (nb. 2, 67%)
CPI			quanq (nb. 1, 50%), qanq (nb. 1, 50%)

quel1 nb.13
cas	masc	fém	neutre

CSS	qieus (nb. 1, 50%), queus (nb. 1, 50%)	qele (nb. 1, 100%)	
CRS		laquel (nb. 1, 20%), qele (nb. 2, 40%), quele (nb. 2, 40%)	
CIS			
CPS	quel (nb. 1, 100%)	qeles (nb. 1, 100%)	
CPR		qels (nb. 1, 33%), queles (nb. 1, 33%), ques (nb. 1, 33%)	
CPI			

le+quel1 nb.1
cas	masc	fém	neutre

CSS			
CRS			
CIS		laquele (nb. 1, 100%)	
CPS			
CPR			
CPI			

dont nb.113
cas	masc	fém	neutre

CSS			
CRS		dont (nb. 5, 100%)	
CIS	dont (nb. 43, 100%)	dont (nb. 31, 100%)	dont (nb. 11, 100%)
CPS			
CPR		dont (nb. 1, 100%)	
CPI	dont (nb. 16, 100%)	dont (nb. 6, 100%)	

que2 nb.2509
cas	masc	fém	neutre

CSS	q (nb. 1, 0%), Qui (nb. 76, 9%), qi (nb. 799, 91%)	qui (nb. 14, 10%), qi (nb. 124, 90%)	qu (nb. 2, 25%), qi (nb. 2, 25%), qe (nb. 4, 50%)
CRS	que (nb. 6, 4%), c (nb. 6, 4%), qu (nb. 11, 7%), qe (nb. 67, 41%), q (nb. 72, 44%)	que (nb. 2, 1%), c (nb. 5, 2%), qu (nb. 14, 6%), qe (nb. 100, 43%), q (nb. 109, 47%)	que (nb. 5, 3%), qu (nb. 11, 8%), q (nb. 51, 35%), qe (nb. 79, 54%)
CIS	qi (nb. 3, 3%), coi (nb. 6, 5%), qui (nb. 16, 14%), qoi (nb. 25, 21%), cui (nb. 68, 58%)	qui (nb. 1, 6%), qi (nb. 1, 6%), cui (nb. 3, 19%), coi (nb. 3, 19%), qoi (nb. 8, 50%)	qoi (nb. 3, 100%)
CPS	qui (nb. 36, 6%), qi (nb. 556, 94%)	qui (nb. 6, 11%), qi (nb. 48, 89%)	
CPR	qu (nb. 2, 4%), q (nb. 22, 42%), qe (nb. 28, 54%)	qui (nb. 1, 1%), que (nb. 2, 2%), c (nb. 3, 3%), qu (nb. 5, 5%), q (nb. 40, 38%), qe (nb. 54, 51%)	qe (nb. 1, 100%)
CPI	qi (nb. 1, 20%), coi (nb. 1, 20%), qui (nb. 1, 20%), cui (nb. 2, 40%)	quoi (nb. 1, 33%), cui (nb. 1, 33%), qoi (nb. 1, 33%)	

où nb.287
cas	masc	fém	neutre

CSS		ou (nb. 1, 100%)	
CRS	o (nb. 1, 9%), ou (nb. 10, 91%)	ou (nb. 21, 100%)	ou (nb. 64, 100%)
CIS	ou (nb. 37, 100%)	ou (nb. 33, 100%)	ou (nb. 105, 100%)
CPS			
CPR	ou (nb. 3, 100%)	ou (nb. 3, 100%)	ou (nb. 1, 100%)
CPI	ou (nb. 5, 100%)	ou (nb. 3, 100%)	
Les formes avec enclise 

que+il
ques nb.1


Les pronoms interrogatifs


quel1 nb.8
cas	masc	fém	neutre

CSS	queus (nb. 1, 50%), quieus (nb. 1, 50%)	ques (nb. 1, 100%)	
CRS	qel (nb. 1, 100%)	qele (nb. 1, 100%)	
CIS			
CPS	quel (nb. 1, 100%)	queles (nb. 1, 100%)	
CPR		qeles (nb. 1, 100%)	
CPI			

que3 nb.85
cas	masc	fém	neutre

CSS	Qui (nb. 2, 13%), qi (nb. 14, 88%)		qe (nb. 1, 100%)
CRS	qe (nb. 1, 50%), qoi (nb. 1, 50%)		quoi (nb. 1, 3%), qoi (nb. 5, 15%), q (nb. 5, 15%), que (nb. 6, 18%), qe (nb. 17, 50%)
CIS	qoi (nb. 1, 25%), coi (nb. 1, 25%), cui (nb. 2, 50%)	qui (nb. 1, 100%)	coi (nb. 5, 21%), qoi (nb. 19, 79%)
CPS	qi (nb. 1, 50%), qui (nb. 1, 50%)	qi (nb. 1, 100%)	
CPR			
CPI			

le+quel1 nb.1
cas	masc	fém	neutre

CSS			
CRS	lequel (nb. 1, 100%)		
CIS			
CPS			
CPR			
CPI			

où nb.5
cas	masc	fém	neutre

CSS			
CRS			Ou (nb. 2, 100%)
CIS			ou (nb. 3, 100%)
CPS			
CPR			
CPI			

dont nb.3
cas	masc	fém	neutre

CSS			
CRS			
CIS			dont (nb. 3, 100%)
CPS			
CPR			
CPI			

combien nb.1
cas	masc	fém	neutre

CSS			
CRS			combien (nb. 1, 100%)
CIS			
CPS			
CPR			
CPI			

Les formes avec enclise 

s
            
Les pronoms indéfinis


tot nb.152
cas	masc	fém	neutre

CSS			tot (nb. 1, 100%)
CRS	tot (nb. 6, 33%), tout (nb. 12, 67%)	tote (nb. 1, 100%)	tot (nb. 11, 26%), tout (nb. 31, 74%)
CIS			
CPS	toz (nb. 5, 7%), tuit (nb. 68, 93%)	totes (nb. 1, 50%), toutes (nb. 1, 50%)	
CPR	touz (nb. 1, 13%), toz (nb. 7, 88%)	totes (nb. 7, 100%)	
CPI			

trestot nb.5
cas	masc	fém	neutre

CSS	trestot (nb. 1, 100%)		
CRS			
CIS			
CPS	trestruit (nb. 1, 25%), trestuit (nb. 3, 75%)		
CPR			
CPI			

aucant nb.1
cas	masc	fém	neutre

CSS			
CRS			
CIS			
CPS	auqant (nb. 1, 100%)		
CPR			
CPI			

plusor nb.21
cas	masc	fém	neutre

CSS	pluiseur (nb. 2, 100%)		
CRS			
CIS			
CPS	pluisor (nb. 1, 10%), pluisors (nb. 1, 10%), pluiseurs (nb. 2, 20%), pluiseur (nb. 6, 60%)	pluiseurs (nb. 2, 100%)	
CPR	pluisors (nb. 1, 20%), pluseurs (nb. 1, 20%), pluiseurs (nb. 3, 60%)	pluiseurs (nb. 2, 100%)	
CPI			

maint nb.1
cas	masc	fém	neutre

CSS			
CRS			
CIS			
CPS			
CPR	meint (nb. 1, 100%)		
CPI			

atel nb.1
cas	masc	fém	neutre

CSS			
CRS			
CIS			
CPS			
CPR	atieus (nb. 1, 100%)		
CPI			

tel nb.5
cas	masc	fém	neutre

CSS	tieus (nb. 2, 100%)	Tele (nb. 1, 100%)	
CRS		tele (nb. 1, 100%)	
CIS			
CPS	Tieus (nb. 1, 100%)		
CPR			
CPI			

nul nb.101
cas	masc	fém	neutre

CSS	nuz (nb. 2, 3%), nus (nb. 69, 97%)	nule (nb. 1, 100%)	
CRS	nului (nb. 1, 6%), nul (nb. 15, 94%)	nule (nb. 5, 100%)	
CIS	nului (nb. 4, 100%)		
CPS			
CPR		nules (nb. 4, 100%)	
CPI			

chascun nb.26
cas	masc	fém	neutre

CSS	cascuns (nb. 1, 8%), chascuns (nb. 12, 92%)		
CRS	chascun (nb. 10, 100%)	chascune (nb. 3, 100%)	
CIS			
CPS			
CPR			
CPI			

aucun nb.9
cas	masc	fém	neutre

CSS	aucuns (nb. 6, 100%)		
CRS	aucun (nb. 2, 100%)		
CIS			
CPS	aucun (nb. 1, 100%)		
CPR			
CPI			

autre nb.144
cas	masc	fém	neutre

CSS	autre (nb. 1, 5%), autres (nb. 18, 95%)	autre (nb. 2, 100%)	
CRS	autrui (nb. 1, 3%), autre (nb. 29, 97%)	autre (nb. 12, 100%)	
CIS	autrui (nb. 9, 100%)		
CPS	autres (nb. 7, 37%), autre (nb. 12, 63%)		
CPR	autres (nb. 44, 100%)	autres (nb. 9, 100%)	
CPI			

un nb.90
cas	masc	fém	neutre

CSS	uns (nb. 41, 100%)	une (nb. 6, 100%)	
CRS	un (nb. 25, 100%)	une (nb. 11, 100%)	
CIS			
CPS	uns (nb. 1, 20%), un (nb. 4, 80%)		
CPR	uns (nb. 1, 100%)	unes (nb. 1, 100%)	
CPI			

on nb.176
cas	masc	fém	neutre

CSS			om (nb. 1, 1%), on (nb. 42, 24%), en (nb. 133, 76%)
CRS			
CIS			
CPS			
CPR			
CPI			

rien nb.14
cas	masc	fém	neutre

CSS	Rien (nb. 1, 100%)		
CRS		riens (nb. 1, 25%), rien (nb. 3, 75%)	rieng (nb. 1, 17%), rien (nb. 5, 83%)
CIS			
CPS		riens (nb. 1, 100%)	
CPR		rien (nb. 1, 100%)	riens (nb. 1, 100%)
CPI			

auques nb.1
cas	masc	fém	neutre

CSS			
CRS			auqes (nb. 1, 100%)
CIS			
CPS			
CPR			
CPI			

mëisme nb.1
cas	masc	fém	neutre

CSS			
CRS			meïsmes (nb. 1, 100%)
CIS			
CPS			
CPR			
CPI			

el1 nb.1
cas	masc	fém	neutre

CSS			
CRS			el (nb. 1, 100%)
CIS			
CPS			
CPR			
CPI			

nïent nb.2
cas	masc	fém	neutre

CSS			
CRS			noient (nb. 2, 100%)
CIS			
CPS			
CPR			
CPI			

