CSP			
CRP		nostres (nb. 1, 50%), nos (nb. 1, 50%)	
CIP			

suen nb.17
cas	masc	fém	neutre
CSS	siens (nb. 2, 100%)		
CRS	sien (nb. 5, 50%), suen (nb. 5, 50%)	seue (nb. 1, 20%), soie (nb. 2, 40%), siue (nb. 2, 40%)	
CIS			
CSP			
CRP			
CIP			

lor2 nb.1
cas	masc	fém	neutre
CSS			
CRS	lor (nb. 1, 100%)		
CIS			
CSP			
CRP			
CIP			

Les déterminants relatifs


cant2 nb.1
cas	masc	fém	neutre
CSS			
CRS				
CIS			
CSP				
CRP	qanz (nb. 1, 100%)		
CIP			

quel1 nb.14
cas	masc	fém	neutre
CSS			
CRS	quel (nb. 5, 100%)	qele (nb. 2, 29%), quel (nb. 5, 71%)		
CIS			
CSP		queus (nb. 1, 100%)		
CRP	ques (nb. 1, 100%)		
CIP			

Les déterminants interrogatifs


quel1 nb.53
cas	masc	fém	neutre
CSS	quielz (nb. 1, 20%), quieus (nb. 1, 20%), Quiels (nb. 1, 20%), quels (nb. 2, 40%)	Quel (nb. 1, 14%), Qieus (nb. 2, 29%), qele (nb. 4, 57%)	
CRS	quel (nb. 7, 100%)	qele (nb. 1, 4%), quiel (nb. 1, 4%), qel (nb. 3, 12%), quele (nb. 7, 27%), quel (nb. 14, 54%)		
CIS			
CSP	Qieus (nb. 1, 100%)	Qeles (nb. 1, 100%)		
CRP	quels (nb. 1, 50%), qieus (nb. 1, 50%)	qeles (nb. 1, 25%), Ques (nb. 1, 25%), quels (nb. 2, 50%)	
CIP			


Les déterminants indéfinis


plusor nb.101
cas	masc	fém	neutre
CSS			
CRS				
CIS			
CSP	pluisor (nb. 1, 7%), pluiseur (nb. 1, 7%), pluseur (nb. 1, 7%), Pluisors (nb. 2, 13%), pluseurs (nb. 2, 13%), Pluiseurs (nb. 8, 53%)	pluseurs (nb. 2, 29%), pluiseurs (nb. 5, 71%)		
CRP	pluseurs (nb. 3, 8%), pluisors (nb. 6, 17%), pluiseurs (nb. 27, 75%)	plusors (nb. 1, 2%), pluseurs (nb. 2, 5%), pluisors (nb. 10, 23%), pluiseurs (nb. 30, 70%)	
CIP			

tant nb.9
cas	masc	fém	neutre
CSS			
CRS		tante (nb. 3, 100%)		
CIS			
CSP				
CRP	tanz (nb. 2, 100%)	tantes (nb. 4, 100%)	
CIP			

trestot nb.9
cas	masc	fém	neutre
CSS	trestoz (nb. 2, 100%)		
CRS				
CIS			
CSP	trestoz (nb. 1, 50%), trestuit (nb. 1, 50%)			
CRP	trestoz (nb. 3, 100%)	trestotes (nb. 2, 100%)	
CIP			

tot nb.640
cas	masc	fém	neutre
CSS	tuit (nb. 1, 3%), tous (nb. 2, 7%), Touz (nb. 2, 7%), Toz (nb. 24, 83%)	toute (nb. 3, 23%), tote (nb. 10, 77%)	tout (nb. 1, 17%), tot (nb. 5, 83%)
CRS	tote (nb. 1, 2%), toz (nb. 1, 2%), tot (nb. 30, 46%), tout (nb. 33, 51%)	toute (nb. 15, 13%), tote (nb. 99, 87%)	tot (nb. 10, 38%), tout (nb. 16, 62%)	
CIS			
CSP	touz (nb. 1, 1%), tuit (nb. 71, 99%)	totes (nb. 17, 100%)		
CRP	tos (nb. 1, 1%), touz (nb. 1, 1%), tot (nb. 1, 1%), tous (nb. 2, 1%), toz (nb. 176, 97%)	toz (nb. 1, 1%), toutes (nb. 10, 9%), totes (nb. 106, 91%)	
CIP			

maint nb.58
cas	masc	fém	neutre
CSS		meinte (nb. 1, 100%)	
CRS	Meint (nb. 6, 100%)	meinte (nb. 1, 100%)		
CIS			
CSP	meint (nb. 4, 100%)	meintes (nb. 1, 100%)		
CRP	meins (nb. 1, 9%), meinz (nb. 3, 27%), meint (nb. 7, 64%)	maintes (nb. 1, 3%), meintes (nb. 33, 97%)	
CIP			

tel nb.157
cas	masc	fém	neutre
CSS	tieus (nb. 1, 100%)	tieus (nb. 1, 50%), teil (nb. 1, 50%)	
CRS	teil (nb. 1, 6%), tel (nb. 17, 94%)	teil (nb. 1, 1%), tele (nb. 19, 18%), tel (nb. 86, 81%)		
CIS			
CSP		tieus (nb. 1, 100%)		
CRP	tieus (nb. 6, 100%)	tiels (nb. 1, 4%), teus (nb. 1, 4%), teles (nb. 5, 22%), tieus (nb. 16, 70%)	
CIP			

aucun nb.30
cas	masc	fém	neutre
CSS	aucuns (nb. 3, 100%)	aucune (nb. 2, 100%)	
CRS	Aucun (nb. 3, 100%)	aucune (nb. 19, 100%)		
CIS			
CSP				
CRP		aucunes (nb. 3, 100%)	
CIP			

autel1 nb.5
cas	masc	fém	neutre
CSS			
CRS	autel (nb. 2, 100%)	autel (nb. 2, 100%)		
CIS			
CSP				
CRP	auteus (nb. 1, 100%)		
CIP			

pluisor nb.1
cas	masc	fém	neutre
CSS			
CRS		pluisors (nb. 1, 100%)		
CIS			
CSP				
CRP			
CIP			

nul nb.180
cas	masc	fém	neutre
CSS	nuz (nb. 2, 6%), nus (nb. 30, 94%)	nule (nb. 11, 100%)	
CRS	nul (nb. 36, 100%)	nus (nb. 2, 2%), nule (nb. 95, 98%)		
CIS			
CSP		nules (nb. 1, 100%)		
CRP		nules (nb. 3, 100%)	
CIP			

autre nb.33
cas	masc	fém	neutre
CSS		autre (nb. 1, 100%)	
CRS	autre (nb. 13, 100%)	autre (nb. 8, 100%)		
CIS			
CSP	autres (nb. 2, 100%)			
CRP	autres (nb. 5, 100%)	autres (nb. 4, 100%)	
CIP			

chascun nb.35
cas	masc	fém	neutre
CSS	chascun (nb. 1, 33%), chascuns (nb. 2, 67%)		
CRS	Cascun (nb. 1, 3%), chascun (nb. 30, 97%)	chascune (nb. 1, 100%)		
CIS			
CSP				
CRP			
CIP			

mout nb.1
cas	masc	fém	neutre
CSS			
CRS	molt (nb. 1, 100%)			
CIS			
CSP				
CRP			
CIP			


