que4 nb.1
cas	masc	fém	neutre
CSS			
CRS		q (nb. 1, 100%)	
CIS			
CSP			
CRP			
CIP			

cui nb.48
cas	masc	fém	neutre
CSS			
CRS	cui (nb. 1, 100%)		
CIS	cui (nb. 45, 100%)	cui (nb. 1, 100%)	
CSP			
CRP			
CIP	cui (nb. 1, 100%)		

coi2 nb.3
cas	masc	fém	neutre
CSS			
CRS			
CIS	coi (nb. 2, 100%)	coi (nb. 1, 100%)	
CSP			
CRP			
CIP			

qui nb.1300
cas	masc	fém	neutre
CSS	Qui (nb. 54, 8%), qi (nb. 629, 92%)	qui (nb. 9, 10%), qi (nb. 84, 90%)	qi (nb. 1, 100%)
CRS		qui (nb. 1, 100%)	
CIS	qi (nb. 3, 21%), qui (nb. 11, 79%)	qui (nb. 1, 50%), qi (nb. 1, 50%)	
CSP	qui (nb. 22, 5%), qi (nb. 445, 95%)	qui (nb. 4, 11%), qi (nb. 34, 89%)	
CRP			
CIP	qi (nb. 1, 100%)		

que2 nb.559
cas	masc	fém	neutre
CSS	q (nb. 1, 100%)		qu (nb. 1, 50%), qe (nb. 1, 50%)
CRS	que (nb. 3, 3%), c (nb. 4, 4%), qu (nb. 6, 5%), q (nb. 48, 43%), qe (nb. 50, 45%)	que (nb. 1, 1%), c (nb. 4, 2%), qu (nb. 12, 7%), q (nb. 81, 44%), qe (nb. 85, 46%)	que (nb. 4, 4%), qu (nb. 9, 8%), q (nb. 33, 30%), qe (nb. 64, 58%)
CIS	quis (nb. 1, 4%), cui (nb. 2, 8%), coi (nb. 3, 12%), qoi (nb. 19, 76%)	qoi (nb. 5, 100%)	q (nb. 1, 33%), qoi (nb. 2, 67%)
CSP		qe (nb. 1, 100%)	
CRP	que (nb. 1, 3%), qu (nb. 2, 5%), qe (nb. 16, 43%), q (nb. 18, 49%)	que (nb. 2, 3%), c (nb. 3, 4%), qu (nb. 3, 4%), q (nb. 27, 35%), qe (nb. 43, 55%)	qe (nb. 1, 100%)
CIP		quoi (nb. 1, 50%), qoi (nb. 1, 50%)	

où nb.237
cas	masc	fém	neutre
CSS		ou (nb. 1, 100%)	
CRS	o (nb. 1, 14%), ou (nb. 6, 86%)	ou (nb. 13, 100%)	ou (nb. 61, 100%)
CIS	ou (nb. 27, 100%)	ou (nb. 22, 100%)	ou (nb. 93, 100%)
CSP			
CRP	ou (nb. 3, 100%)	ou (nb. 2, 100%)	ou (nb. 1, 100%)
CIP	ou (nb. 4, 100%)	ou (nb. 3, 100%)	

Les pronoms interrogatifs


quel1 nb.6
cas	masc	fém	neutre
CSS	queus (nb. 1, 100%)		
CRS	qel (nb. 1, 50%), quieus (nb. 1, 50%)	qele (nb. 1, 100%)	
CIS			
CSP		queles (nb. 1, 100%)	
CRP		qeles (nb. 1, 100%)	
CIP			

cui nb.1
cas	masc	fém	neutre
CSS			
CRS			
CIS	cui (nb. 1, 100%)		
CSP			
CRP			
CIP			

qui nb.10
cas	masc	fém	neutre
CSS	Qui (nb. 1, 13%), qi (nb. 7, 88%)		
CRS			
CIS		qui (nb. 1, 100%)	
CSP	qi (nb. 1, 100%)		
CRP			
CIP			

le+quel1 nb.1
cas	masc	fém	neutre
CSS			
CRS	lequel (nb. 1, 100%)		
CIS			
CSP			
CRP			
CIP			

coi2 nb.2
cas	masc	fém	neutre
CSS			
CRS			
CIS			coi (nb. 2, 100%)
CSP			
CRP			
CIP			

où nb.2
cas	masc	fém	neutre
CSS			
CRS			Ou (nb. 1, 100%)
CIS			ou (nb. 1, 100%)
CSP			
CRP			
CIP			

dont nb.1
cas	masc	fém	neutre
CSS			
CRS			
CIS			dont (nb. 1, 100%)
CSP			
CRP			
CIP			

combien nb.1
cas	masc	fém	neutre
CSS			
CRS			combien (nb. 1, 100%)
CIS			
CSP			
CRP			
CIP			

que2 nb.3
cas	masc	fém	neutre
CSS			
CRS			que (nb. 1, 33%), Qe (nb. 2, 67%)
CIS			
CSP			
CRP			
CIP			

que3 nb.39
cas	masc	fém	neutre
CSS			qe (nb. 1, 100%)
CRS	qe (nb. 1, 50%), qoi (nb. 1, 50%)		quoi (nb. 1, 5%), Que (nb. 3, 14%), q (nb. 3, 14%), qoi (nb. 5, 23%), qe (nb. 10, 45%)
CIS	Cui (nb. 1, 100%)		qoi (nb. 13, 100%)
CSP			
CRP			
CIP			

que4 nb.1
cas	masc	fém	neutre
CSS			
CRS			qe (nb. 1, 100%)
CIS			
CSP			
CRP			
CIP			

Les pronoms indéfinis


tot nb.121
cas	masc	fém	neutre
CSS			tot (nb. 1, 100%)
CRS	tot (nb. 6, 35%), tout (nb. 11, 65%)		tot (nb. 7, 26%), tout (nb. 20, 74%)
CIS			
CSP	toz (nb. 6, 9%), tuit (nb. 59, 91%)	totes (nb. 1, 50%), toutes (nb. 1, 50%)	
CRP	touz (nb. 1, 20%), toz (nb. 4, 80%)	tote (nb. 1, 25%), totes (nb. 3, 75%)	
CIP			

trestot nb.5
cas	masc	fém	neutre
CSS	trestot (nb. 1, 100%)		
CRS			
CIS			
CSP	trestruit (nb. 1, 25%), trestuit (nb. 3, 75%)		
CRP			
CIP			

aucant nb.1
cas	masc	fém	neutre
CSS			
CRS			
CIS			
CSP	auqant (nb. 1, 100%)		
CRP			
CIP			

autel1 nb.2
cas	masc	fém	neutre
CSS	autieus (nb. 1, 100%)		
CRS			
CIS			
CSP			
CRP	autieus (nb. 1, 100%)		
CIP			

maint nb.1
cas	masc	fém	neutre
CSS			
CRS			
CIS			
CSP			
CRP	meint (nb. 1, 100%)		
CIP			

plusor nb.17
cas	masc	fém	neutre
CSS	pluseurs (nb. 1, 33%), pluiseur (nb. 2, 67%)		
CRS			
CIS			
CSP	pluiseurs (nb. 1, 20%), pluisors (nb. 1, 20%), pluiseur (nb. 3, 60%)	pluiseurs (nb. 2, 100%)	
CRP	pluisor (nb. 1, 20%), pluisors (nb. 1, 20%), pluiseurs (nb. 3, 60%)	pluiseurs (nb. 2, 100%)	
CIP			

tel nb.5
cas	masc	fém	neutre
CSS	tieus (nb. 1, 100%)	Tele (nb. 1, 100%)	
CRS	atieus (nb. 1, 100%)	tele (nb. 1, 100%)	
CIS			
CSP	Tieus (nb. 1, 100%)		
CRP			
CIP			

nul nb.80
cas	masc	fém	neutre
CSS	nuz (nb. 2, 4%), nus (nb. 50, 96%)	nule (nb. 1, 100%)	
CRS	nului (nb. 1, 6%), nul (nb. 15, 94%)	nule (nb. 3, 100%)	
CIS	nului (nb. 3, 100%)		
CSP	nus (nb. 1, 100%)		
CRP		nules (nb. 4, 100%)	
CIP			

chascun nb.21
cas	masc	fém	neutre
CSS	cascuns (nb. 1, 8%), chascuns (nb. 12, 92%)		
CRS	chascun (nb. 7, 100%)	chascune (nb. 1, 100%)	
CIS			
CSP			
CRP			
CIP			

aucun nb.8
cas	masc	fém	neutre
CSS	aucuns (nb. 6, 100%)		
CRS	aucun (nb. 1, 100%)		
CIS			
CSP	aucun (nb. 1, 100%)		
CRP			
CIP			

autrui nb.1
cas	masc	fém	neutre
CSS	autrui (nb. 1, 100%)		
CRS			
CIS			
CSP			
CRP			
CIP			

autre nb.108
cas	masc	fém	neutre
CSS	autre (nb. 2, 14%), autres (nb. 12, 86%)	autre (nb. 1, 100%)	
CRS	autrui (nb. 3, 12%), autre (nb. 22, 88%)	autre (nb. 9, 100%)	
CIS	autrui (nb. 6, 100%)		
CSP	autres (nb. 6, 43%), autre (nb. 8, 57%)		
CRP	autres (nb. 34, 100%)	autres (nb. 5, 100%)	
CIP			

un nb.64
cas	masc	fém	neutre
CSS	uns (nb. 30, 100%)	une (nb. 4, 100%)	
CRS	un (nb. 21, 100%)	une (nb. 5, 100%)	
CIS			
CSP	un (nb. 2, 100%)	une (nb. 1, 100%)	
CRP		unes (nb. 1, 100%)	
CIP			

on nb.147
cas	masc	fém	neutre
CSS			om (nb. 1, 1%), on (nb. 37, 25%), en (nb. 109, 75%)
CRS			
CIS			
CSP			
CRP			
CIP			

rien nb.10
cas	masc	fém	neutre
CSS			
CRS		rien (nb. 1, 100%)	rieng (nb. 1, 17%), rien (nb. 5, 83%)
CIS			
CSP		riens (nb. 1, 100%)	
CRP		rien (nb. 1, 100%)	riens (nb. 1, 100%)
CIP			

auques nb.1
cas	masc	fém	neutre
CSS			
CRS			auqes (nb. 1, 100%)
CIS			
CSP			
CRP			
CIP			

mëisme nb.1
cas	masc	fém	neutre
CSS			
CRS			meïsmes (nb. 1, 100%)
CIS			
CSP			
CRP			
CIP			

el1 nb.1
cas	masc	fém	neutre
CSS			
CRS			el (nb. 1, 100%)
CIS			
CSP			
CRP			
CIP			

nïent nb.1
cas	masc	fém	neutre
CSS			
CRS			noient (nb. 1, 100%)
CIS			
CSP			
CRP			
CIP			

